Author Last Name,Author First Name,Other Authors,Newspaper/Publisher,Publication Year,Article Title,"Publication Location (City, County, State) Where was the article published? ","Contextual Location (City, County, State) Where is the article talking about? If mutliple locations are referenced, list them all. If national, write national","News Source (e.g. Google, Ethnic News Watch, etc)",Date of Publication,"Page # (if applicable, if not, write N/A)",Type,Link (paste to Google drive upload),MMIWG mentioned (1=y 0=n),"MMIWG defined (1,0)","specific case (1,0)","MMIWG mvmnt (1,0)","coverage of legal protection (1,0)","News article (1,0)","video/audio (1,0)","material culture (1,0)","international (1,0)","national (1,0)","regional (1,0)","local (1,0)","Native (1,0)",# of sources,# of govt officials,# of ordinary people,# of experts,# of id male,# of id female,# of gender unID,"(Native voice) token/soundbite (1,0)","centers importance of MMIWG (1,0)","discussion of law impact (1,0)",word count,"article series (1,0)"
Hellmann,Melissa ,,Redmond Reporter (2008-2025),2019,Washington indigenous communities push for action to address violence against women,"Redmond, King County, Washington","Port Angeles, Clallam County, Washington
Auburn, King County, Washington
La Grande, Union County, Oregon
",Access World News,14-Jan-19,N/A,Newspaper,https://drive.google.com/file/d/1_FycqBXCW0INaKJ70eMTJWUAoM-mK0Px/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Josie,Bailey ,,Renton Reporter (2008-2025),2024,Working toward justice for the missing and murdered in Washington,"Renton, King County, Washington
","Kent, King County, Washington
Yakama Nation, Yakima County, Washington",Access World News,28-Nov-24,N/A,Newspaper,https://drive.google.com/file/d/1Omw6oiS-jNAZeuEHjXH3QccBEHtT0qoL/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
N/A,N/A,,Renton Reporter (2008-2025),2022,"The land cries out': Family members of missing, murdered Indigenous people share stories","Renton, King County, Washington
","Wapato, Yakima County, Washington",Access World News,26-Dec-22,N/A,Newspaper,https://drive.google.com/file/d/1Omw6oiS-jNAZeuEHjXH3QccBEHtT0qoL/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
N/A,N/A,,Renton Reporter (2008-2025),2022,Forum spotlights Washington's missing and murdered Indigenous people,"Renton, King County, Washington
","La Grande, Union County, Oregon",Access World News,16-Nov-22,N/A,Newspaper,https://drive.google.com/file/d/1Efg7LgtGlNkej8kYXEGJQv3IkKP9SoeL/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
N/A,N/A,,Renton Reporter (2008-2025),2022,"PNW True Crime Fest rallies a spooky, thoughtful community","Renton, King County, Washington
","Auburn, King County, Washington",Access World News,20-Oct-22,N/A,Newspaper,https://drive.google.com/file/d/18twSqp3Ips2-Aa6fkL9etNqao7OCyjmu/view?usp=drive_link,1,0,1,1,0,,,,,,0,1,1,,,,,,,,,,,,
Breda,Isabella,,Renton Reporter (2008-2025),2022,New alert system aims to bring home missing Indigenous people,"Renton, King County, Washington
","Marysville, Snohomish County, Washington
Tulalip, Snohomish County, Washington
San Juan, Hidalgo County, Texas
",Access World News,12-Apr-22,N/A,Newspaper,https://drive.google.com/file/d/1epZ4iD3sJvC6_YcZPukxJEgO0uSI_2ff/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Nash,Matthew,,Sequim Gazette (2008-2025),2025,Police chief: Claplanhoo homicide probe ongoing,"Sequim, Clallam County, Washington","Sequim, Clallam County, Washington",Access World News,29-Jan-25,N/A,Newspaper,https://drive.google.com/file/d/1yijP_O3PqF9NTVzaShnHYDoIazms6DFO/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Sussman,Elijah ,,Sequim Gazette (2008-2025),2024,"A call for change: Family, advocates, lawmakers take on MMIWP epidemic","Sequim, Clallam County, Washington","Sequim, Clallam County, Washington",Access World News,19-Jun-24,N/A,Newspaper,https://drive.google.com/file/d/1yijP_O3PqF9NTVzaShnHYDoIazms6DFO/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
N/A,N/A,,Sequim Gazette (2008-2025),2023,Police narrow search for Claplanhoo killer with DNA results,"Sequim, Clallam County, Washington","Sequim, Clallam County, Washington",Access World News,25-Jan-23,N/A,Newspaper,https://drive.google.com/file/d/1lM-LkpeCLxNBgbNcpqJV6d4dMUp44Nno/view?usp=drive_link,1,1,1,1,0,,,,,,1,1,1,,,,,,,,,,,,
Martinez,Cameron,,Skagit Valley Herald (2005-2025),2025,Issue related to Indigenous people brought to forefront,"Mount Vernon, Skagit County, Washington","Samish Indian Nation, Whatcom County, Washington",Access World News,1-May-25,N/A,Newspaper,https://drive.google.com/file/d/1DrW22eSKP-hzFSrosvUVwnBRW_dMizlD/view?usp=drive_link,1,1,1,1,1,,,,,,1,0,0,,,,,,,,,,,,
Allen,Leah,,Skagit Valley Herald (2005-2025),2018,Samish Indian Nation hosts vigil - Event remembers missing and murdered indigenous women,"Mount Vernon, Skagit County, Washington","Bellingham, Whatcom County, Washington
Anacortes, Skagit County, Washington
Lacey, Thurston County, Washington
Albuquerque, Bernalillo County, New Mexico
",Access World News,23-Aug-18,N/A,Newspaper,https://drive.google.com/file/d/1GbU3OsUJiP0UGOJnOEm2c-OQGSZDZlT4/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
N/A,N/A,,Snoqualmie Valley Record (1999-2025),2022,Forum spotlights Washington's missing and murdered Indigenous people,"Snoqualmie, King County, Washington","La Grande, Union County, Oregon
Kent, King County, Washington",Access World News,16-Nov-22,N/A,Newspaper,https://drive.google.com/file/d/1LOs6MOA8T7ABbndpjOcSM_MiR60q85D3/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
N/A,N/A,,Snoqualmie Valley Record (1999-2025),2022,No more stolen sisters: How WA is responding to missing and murdered Indigenous people,"Snoqualmie, King County, Washington","Seattle, King County, Washington
Auburn, King County, Washington
Renton, King County, Washington
Parkland, Pierce County, Washington
Kent, King County, Washington",Access World News,7-May-22,N/A,Newspaper,https://drive.google.com/file/d/19LLzoXp_vujcb__gLD24OaMXVrctSwO8/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
N/A,N/A,,Snoqualmie Valley Record (1999-2025),2022,New alert system aims to bring home missing Indigenous people,"Snoqualmie, King County, Washington","Marysville, Snohomish County, Washington
Tulalip, Snohomish County, Washington
San Juan, Hidalgo County, Texas
",Access World News,12-Apr-22,N/A,Newspaper,https://drive.google.com/file/d/19LLzoXp_vujcb__gLD24OaMXVrctSwO8/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Hellmann,Melissa,,Snoqualmie Valley Record (1999-2025),2019,New alert system aims to bring home missing Indigenous people,"Snoqualmie, King County, Washington","Port Angeles, Clallam County, Washington
Auburn, King County, Washington
La Grande, Union County, Oregon
",Access World News,14-Jan-19,N/A,Newspaper,https://drive.google.com/file/d/1e12r9Huw13AY02SHn1cxQRwi7ixTDWOl/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Dennis,Ellen,The Spokesman-Review,The Spokesman Review [TCA],2023,Like an open wound': Washington task force holds event to highlight missing and slain Indigenous women,"Spokane, Spokane County, Washington","Yakama Reservation, Yakima County, Washington",Access World News,2-Nov-23,N/A,Newspaper,https://drive.google.com/file/d/160zZcSRtYEOBpCFKdlcd8oOTMtAmxCaP/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Donovan-Smith,Orion,The Spokesman-Review,The Spokesman Review [TCA],2020,Inland Northwest lawmakers push for House vote on bills to protect Native women,"Spokane, Spokane County, Washington","Fort Berthold Reservation, McLean County, North Dakota",Access World News,26-Jul-20,N/A,Newspaper,https://drive.google.com/file/d/160zZcSRtYEOBpCFKdlcd8oOTMtAmxCaP/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Josie,Bailey,,"Vashon-Maury Island Beachcomber (2008-2025)
",2024,Working toward justice for the missing and murdered in Washington,"Vashon, King County, Washington","Yakama Reservation, Yakima County, Washington",Access World News,28-Nov-24,N/A,Newspaper,https://drive.google.com/file/d/1DjGjGP_Jqazb-A3twYzYVjn30WtWERGN/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
DYLAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hassanein,Nada,,The Olympian Today’s Edition,2025,Domestic violence in Native communities is focus of new survey,"Olympia, Thurston, WA","Madison, Dane, WI",Access World News,10-Nov-25,Pg. 49,Newspaper,https://drive.google.com/file/d/1mz77b1-G1iPnjkO6Ok9tVbJTLvkZEPeH/view?usp=drive_link,1,0,0,1,0,,,,,,0,1,1,,,,,,,,,,,,
Charles,Sephora,,The Olympian Today’s Edition,2025,Thousands of Indigenous families seek answers about missing loved ones in Washington state,"Olympia, Thurston, WA","Tacoma, Pierce, WA",Access World News,13-Sep-25,Pg. 109,Newspaper,https://drive.google.com/file/d/1JDiuoQ6rBy5ygVegPHufDrNIge9s0HNz/view?usp=drive_link,1,0,1,1,0,,,,,,1,1,0,,,,,,,,,,,,
Carter,Simone,,The Olympian Today’s Edition,2025,WA Senate honors missing & murdered indigenous women: 'No more stolen sisters',"Olympia, Thurston, WA","Tacoma, Pierce, WA",Access World News,16-Apr-25,Pg. 272,Newspaper,https://drive.google.com/file/d/1JDiuoQ6rBy5ygVegPHufDrNIge9s0HNz/view?usp=drive_link,1,0,1,1,0,,,,,,1,1,0,,,,,,,,,,,,
Carter,Simone,,The Olympian Today’s Edition,2025,WA Senate honors missing & murdered indigenous women: 'No more stolen sisters',"Olympia, Thurston, WA","Tacoma, Pierce, WA",Access World News,15-Apr-25,Pg. 21,Newspaper,https://drive.google.com/file/d/1YjoiG3Zu1TT3jMiP5BANwISNvFvvup5P/view?usp=drive_link,1,1,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
Bilbao,Martin,,The Olympian,2025,Woman charged with murder in 2016 Port Angeles MMIWP cold case,"Olympia, Thurston, WA","Port Angeles, Clallam, WA",Access World News,13-Jun-25,,Newspaper,https://drive.google.com/file/d/1lSyLE1abvVRhQNajqnymHFMcckfA81s1/view?usp=drive_link,1,1,1,0,1,,,,,,1,1,1,,,,,,,,,,,,
Carter,Simone,,The Olympian,2025,WA Senate honors missing & murdered indigenous women: 'No more stolen sisters',"Olympia, Thurston, WA","Tacoma, Pierce, WA",Access World News,16-Apr-25,,Newspaper,https://drive.google.com/file/d/1ZtCuzT2QlvAf6JT8-B8fMeskSqzLn2mO/view?usp=drive_link,1,1,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
Brennan ,Natasha ,,The Olympian,2022,Survivors and families share stories at gathering for missing and murdered Indigenous people,"Olympia, Thurston, WA","Seattle, King, WA",Access World News,9-May-22,,Newspaper,https://drive.google.com/file/d/1DiQefdOVZObauw2M444BxeopfePEBdAW/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Brennan ,Natasha ,,The Olympian,2022,Someday they will come home. They won't be forgotten.' These are their names,"Olympia, Thurston, WA","Bellingham, Whatcom, WA",Access World News,8-May-22,,Newspaper,https://drive.google.com/file/d/1HKNYqi7Go9mnPSiKDP8DdKdodR0mSTLr/view?usp=drive_link,1,1,1,1,1,,,,,,0,1,0,,,,,,,,,,,,
Brennan ,Natasha ,,The Olympian,2022,Country's first alert system for missing and murdered Indigenous people proposed in state,"Olympia, Thurston, WA","Seattle, King, WA",Access World News,4-Jan-22,,Newspaper,https://drive.google.com/file/d/12EOCgZ5OxcZXsJilaItU732N_4NicsX_/view?usp=drive_link,1,1,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
Brennan ,Natasha ,,The Olympian,2021,"State Missing, Murdered Indigenous Women task force announced","Olympia, Thurston, WA",Washington State,Access World News,13-Aug-21,,Newspaper,https://drive.google.com/file/d/13YmH7RijZLO2G6DMm3pRO1vlea1MbQrv/view?usp=drive_link,1,1,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
Associated Press,,,The Olympian,2020,Rogers to probe violence to indigenous people,"Olympia, Thurston, WA",Washington State,Access World News,16-Nov-20,,Newspaper,https://drive.google.com/file/d/1EhemCs98ywS9-fgr05K_1axoHcNWsFEz/view?usp=drive_link,1,0,0,1,1,,,,,,0,0,0,,,,,,,,,,,,
Ayer,Tammy,,The Olympian,2021,Lummi Nation woman missing after Las Vegas trip,"Olympia, Thurston, WA","Las Vegas, Clark County, NV",Access World News,24-Sep-21,,Newspaper,,,,,,,,,,,,,,,,,,,,,,,,,,
The Olympian,,,The Olympian,2021,Minnesota lawmakers reach deal - on policing measures,"Olympia, Thurston, WA","St. Paul, Ramsey, MN",Access World News,28-Jun-21,,Newspaper,,,,,,,,,,,,,,,,,,,,,,,,,,
Pemberton,Lisa,,The Olympian,2018,Help sought to find missing Lacey girl,"Olympia, Thurston County, WA","Lacey, Thurston County, WA",Access World News,1-Feb-18,,Newspaper,https://drive.google.com/file/d/1jVGR993Bn1fI-jHcOI9WO2_7J41DXsyn/view?usp=drive_link,1,0,1,0,0,,,,,,0,1,0,,,,,,,,,,,,
Sussman,Elijah,,Peninsula Daily News,2024,WomenSpirit Coalition steps into new phase - Multi-service indigenous support organization to host open house,"Port Angeles, Clallam, WA",Washington State,Access World News,29-May-24,,Newspaper,https://drive.google.com/file/d/1s6BrK0EWVCQ40oXzcOeHKqcMGRhK9u99/view?usp=drive_link,1,1,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
Peninsula Daily News,,,Peninsula Daily News,2023,"Missing, murdered listed","Port Angeles, Clallam, WA","Port Angeles, Clallam, WA",Access World News,6-May-23,,Newspaper,https://drive.google.com/file/d/1Eu0kVSvH8xabL6F0X4j-AON_PqRCL7Wx/view?usp=drive_link,1,1,1,1,0,,,,,,0,1,0,,,,,,,,,,,,
Peninsula Daily News,,,Peninsula Daily News,2023,"Missing, murdered indigenous legalisation signed - Task force to seek answers to unsolved cases","Port Angeles, Clallam, WA","Olympia, Thurston, WA",Access World News,3-May-23,,Newspaper,https://drive.google.com/file/d/1qFW8rqOeF9_U57OaWtpefsO-27H2c_H8/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Peninsula Daily News,,,Peninsula Daily News,2023,March set for Friday,"Port Angeles, Clallam, WA","Port Angeles, Clallam, WA",Access World News,3-May-23,,Newspaper,https://drive.google.com/file/d/10AKRA_p_x8est3uffLfP7BZKpckZLnA8/view?usp=drive_link,1,1,1,0,0,,,,,,1,0,0,,,,,,,,,,,,
Nash,Matthew,,Peninsula Daily News,2023,Murder investigation still going after 4 years - Police search narrows with DNA test results,"Port Angeles, Clallam, WA","Port Angeles, Clallam, WA",Access World News,1-Feb-23,,Newspaper,https://drive.google.com/file/d/1aC6iAOJoQNScD3bnWfj_bjkv2KDU_mfa/view?usp=drive_link,1,1,1,1,0,,,,,,1,1,1,,,,,,,,,,,,
Major,Jesse,,Peninsula Daily News,2019,"Forks march raises awareness of missing, murdered indigenous women - Peninsula tribes gather to stress dangers faced by many ","Port Angeles, Clallam, WA","Port Angeles, Clallam, WA",Access World News,6-May-19,,Newspaper,https://drive.google.com/file/d/1ajxVDeukPrMt255NiZ8vhxDpASAAFcL7/view?usp=drive_link,1,1,1,1,0,,,,,,1,1,1,,,,,,,,,,,,
Major,Jesse,,Peninsula Daily News,2019,"1,000-strong crowd gathers in Port Townsend for third annual Womxn's Wave - Support shown for indigenous peoples, women, marginalized people and the queer community ","Port Angeles, Clallam, WA","Port Townsend, Jefferson, WA",Access World News,21-Jan-19,,Newspaper,https://drive.google.com/file/d/1bWo8ZCzStxoYLenKzxH4UZT262NDktXU/view?usp=drive_link,1,1,1,1,0,,,,,,1,1,0,,,,,,,,,,,,
Hudetz,Mary,,Peninsula Daily News,2018,"Study cites weak reporting on missing, murdered Native American women","Port Angeles, Clallam, WA","Albuquerque, Bernalillo, NM",Access World News,19-Nov-18,,Newspaper,https://drive.google.com/file/d/1oSiL8ZJdupOISqJXUPv3Q18q8Z-of5My/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
"Pioneer, The: Whitman College",,,"Pioneer, The: Whitman College ",2023,Potential cold-case unit for missing and murdered Indigenous women,"Walla Walla, Walla Walla, WA",Washington State,Access World News,16-Feb-23,,Newspaper,https://drive.google.com/file/d/173HP1ZUWUb_WTCcglE740RzPAXEPWB1B/view?usp=drive_link,,,,,,,,,,,,,,,,,,,,,,,,,
Yakima Herald-Republic editorial board,,,The Seattle Times: Web-edition articles,2025,"Task force on missing and murdered Indigenous people is moving the needle toward justice, healing","Seattle, King, WA","Seattle, King, WA",Access World News,10-Jul-25,,Web-Only Source,https://drive.google.com/file/d/1qneC9Cr-dMGC8mq8vidOFCA6XC1iqjzN/view?usp=drive_link,1,1,1,1,1,,,,,,1,0,1,,,,,,,,,,,,
Girgis,Lauren,,The Seattle Times: Web-edition articles,2025,WA missing and murdered Indigenous people unit's work leads to charges,"Seattle, King, WA","Vancouver Island, BC",Access World News,11-Jun-25,,Web-Only Source,https://drive.google.com/file/d/1IPzITfpGIMA9AoDV8hQveD8IgkfQhjaD/view?usp=drive_link,1,0,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Ishisaka,Naomi,,The Seattle Times: Web-edition articles,2025,Fighting for visibility for missing and murdered Indigenous people,"Seattle, King, WA","Seattle, King, WA",Access World News,12-May-25,,Web-Only Source,https://drive.google.com/file/d/16iimyVqLks5ssa4Ml38ddhKqctQFecOW/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Macdonald,Moira,,The Seattle Times: Web-edition articles,2024,Missing from Fire Trail Road' focuses on missing Indigenous women,"Seattle, King, WA","Tulalip, Snohomish, WA",Access World News,18-Nov-24,,Web-Only Source,https://drive.google.com/file/d/1Fhn0UjiOagduiLhxwDNorDjs9gkqEr-9/view?usp=drive_link,1,1,1,1,0,,,,,,1,1,1,,,,,,,,,,,,
Hall,Emma,,The Seattle Times: Web-edition articles,2024,Missing and Murdered Indigenous People in California an 'emergency.' Families seek justice,"Seattle, King, WA","Sacramento, Sacramento, CA",Access World News,1-Sep-24,,Web-Only Source,https://drive.google.com/file/d/1-xNhQlpCQYRaIM8VGHe-NJXp6iFhBzg2/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Ayer,Tammy,,The Seattle Times: Web-edition articles,2024,"No closure' in the cases of missing, killed Native women in Yakima Valley","Seattle, King, WA","Albuquerque, Bernalillo, NM",Access World News,5-Mar-24,,Web-Only Source,https://drive.google.com/file/d/1a_-SIsPUZDLqUSP8dPnHh6ra2eXVysjn/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Ayer,Tammy,,The Seattle Times: Web-edition articles,2023,Reward doubled in case of Yakama woman killed in New Mexico,"Seattle, King, WA","Albuquerque, Bernalillo, NM",Access World News,10-Jul-23,,Web-Only Source,https://drive.google.com/file/d/1I44fW0Pbi4p7kTtOiDLLe-tuvQgW3vEQ/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Yoon-Hendricks,Alexandra,,The Seattle Times: Web-edition articles,2023,WA launches cold case unit for missing and murdered Indigenous people,"Seattle, King, WA",Washington State,Access World News,21-Apr-23,,Web-Only Source,https://drive.google.com/file/d/1uMBxdWC8UZgZBlxOypHzBK1WGV1vHo3p/view?usp=drive_link,1,1,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
Radoc Cabahug,Jadenne,,The Seattle Times: Web-edition articles,2023,Bills to create solutions to missing and murdered Indigenous women,"Seattle, King, WA","Olympia, Thurston, WA",Access World News,24-Jan-23,,Web-Only Source,https://drive.google.com/file/d/1BuaZXEx5zqHGPmKbfAgUtyTPrz9U3LkV/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
The Seattle Times editorial board,,,The Seattle Times: Web-edition articles,2022,"A step toward long-delayed justice for missing, murdered Indigenous people","Seattle, King, WA","Seattle, King, WA",Access World News,8-Aug-22,,Web-Only Source,https://drive.google.com/file/d/10goiqcayN--67vZxyHpXDWlZbCELagX3/view?usp=drive_link,1,1,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
Zhou,Amanda,,The Seattle Times: Web-edition articles,2022,WA launches first-in-nation alert system for missing Indigenous persons,"Seattle, King, WA",Washington State,Access World News,1-Jul-22,,Web-Only Source,https://drive.google.com/file/d/1hd1bo3JhDiVfTMBgJV_koda2frTvgiJs/view?usp=drive_link,1,0,0,1,1,,,,,,0,0,0,,,,,,,,,,,,
The Seattle Times editorial board,,,The Seattle Times: Web-edition articles,2021,Justice delayed for murdered and missing Indigenous women,"Seattle, King, WA",United States,Access World News,9-Nov-21,,Web-Only Source,https://drive.google.com/file/d/1yGTHmebqVaOoqtrtIQB5HZzymTfHShPr/view?usp=drive_link,1,1,1,1,1,,,,,,0,1,0,,,,,,,,,,,,
Ishisaka,Naomi,,The Seattle Times: Web-edition articles,2021,Contrasting coverage of Gabby Petito case and missing and murdered Indigenous people shows 'absolute injustice',"Seattle, King, WA","Pawnee Nation, OK",Access World News,27-Sep-21,,Web-Only Source,https://drive.google.com/file/d/13Oth0oIumxBZrjZfuEzk3XAD-bQ5rXjc/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Ayer,Tammy,,The Seattle Times: Web-edition articles,2021,Yakama Nation plans events to remember missing and murdered Indigenous women and girls in national week of action,"Seattle, King, WA","Yakama, Yakama, WA",Access World News,28-Apr-21,,Web-Only Source,https://drive.google.com/file/d/1HnXWha5dukd0QDmaOUtLAqlEmkSnaJmr/view?usp=drive_link,1,1,1,1,0,,,,,,1,1,1,,,,,,,,,,,,
Ayer,Tammy,,The Seattle Times: Web-edition articles,2021,"Newhouse renews plea for special federal office in Yakima to focus on missing, murdered Indigenous women","Seattle, King, WA","Yakama, Yakama, WA",Access World News,29-Mar-21,,Web-Only Source,https://drive.google.com/file/d/1wqMMqvDYbT4z7Jwk3bqMvgsmXgEJjTHI/view?usp=drive_link,1,1,0,1,1,,,,,,0,0,0,,,,,,,,,,,,
Ayer,Tammy,,The Seattle Times: Web-edition articles,2020,New app aims to reduce number of missing and murdered Native women,"Seattle, King, WA","Lummi Reservation, WA",Access World News,14-Jan-20,,Web-Only Source,https://drive.google.com/file/d/1ckYaUKPTyQQqmnHr82BjPobaF-1495xT/view?usp=drive_link,1,0,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
Beekman,Daniel,,The Seattle Times: Web-edition articles,2019,Seattle vows to address crisis of missing and murdered indigenous women and girls,"Seattle, King, WA","Seattle, King, WA",Access World News,9-Sep-19,,Web-Only Source,https://drive.google.com/file/d/130vJUW7UaN9eheH87RdXBXlnd7AEG-yx/view?usp=drive_link,1,1,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
The Seattle Times editorial board,,,The Seattle Times: Web-edition articles,2019,Giving voice to missing and murdered indigenous women,"Seattle, King, WA","Cheney, Spokane, WA",Access World News,16-Jun-19,,Web-Only Source,https://drive.google.com/file/d/1vqsqPuL0bbBrQhGsWKAqjqRGbr8hxVbh/view?usp=drive_link,1,1,0,1,1,,,,,,0,1,0,,,,,,,,,,,,
Takahama,Elise,,The Seattle Times: Web-edition articles,2019,Please help find me': Photo of missing Kent woman to hit states' highways,"Seattle, King, WA","Kent, King, WA",Access World News,5-Jun-19,,Web-Only Source,https://drive.google.com/file/d/1kuTuC6iaH7dvLI16let1va7tCv7L9Qc4/view?usp=drive_link,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
